"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 12 23:58:31 EEST 2026","Mon Jul 13 00:00:45 EEST 2026","133651","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testEmptyStateAfterClearAll_NT009","testEmptyStateAfterClearAll_NT009","After Clear All, panel stays open and list is empty. Validates empty-state UI."
"passed","Sun Jul 12 23:34:39 EEST 2026","Sun Jul 12 23:34:41 EEST 2026","2201","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testHomePageShowsThreeDashboardCards_EP001","testHomePageShowsThreeDashboardCards_EP001","Asserts Traffic, Air Pollution, and Street Light cards all visible after login."
"passed","Mon Jul 13 00:28:45 EEST 2026","Mon Jul 13 00:28:50 EEST 2026","5307","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testPreviousPageNavigation_SL013","testPreviousPageNavigation_SL013",""
"passed","Sun Jul 12 23:34:56 EEST 2026","Sun Jul 12 23:34:58 EEST 2026","2412","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testModalClosesOnXButton_EP006","testModalClosesOnXButton_EP006","Navigates to /air-pollution then clicks browser Back. Asserts return to /home."
"passed","Mon Jul 13 00:41:32 EEST 2026","Mon Jul 13 00:41:47 EEST 2026","14391","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testDateFilter_DDT","testDateFilter_DDT",""
"passed","Mon Jul 13 00:17:45 EEST 2026","Mon Jul 13 00:17:48 EEST 2026","2962","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testTableHasAllColumnHeaders_TD006","testTableHasAllColumnHeaders_TD006","Asserts the table has all 5 required columns. Case-insensitive check."
"passed","Sun Jul 12 23:51:10 EEST 2026","Sun Jul 12 23:53:13 EEST 2026","123255","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testDismissReducesCountByExactlyOne_NT012","testDismissReducesCountByExactlyOne_NT012","With 2+ notifications, dismisses one and asserts count = before - 1 exactly."
"passed","Mon Jul 13 00:03:31 EEST 2026","Mon Jul 13 00:03:36 EEST 2026","4558","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testChartsUpdateOnFilter_CG003","testChartsUpdateOnFilter_CG003","Applies location filter and asserts charts remain visible — confirms charts react to filter changes alongside the table."
"passed","Sun Jul 12 23:34:28 EEST 2026","Sun Jul 12 23:34:33 EEST 2026","4877","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testBackNavigationReturnsToHome_EP005","testBackNavigationReturnsToHome_EP005","Clicks Traffic card, browser Back, asserts all 3 cards still present."
"passed","Mon Jul 13 00:21:25 EEST 2026","Mon Jul 13 00:21:30 EEST 2026","4969","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testChartsEmptyState_SLCG005","testChartsEmptyState_SLCG005",""
"passed","Mon Jul 13 00:09:08 EEST 2026","Mon Jul 13 00:09:13 EEST 2026","5483","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testCongestionFilterDDT","testCongestionFilterDDT","DDT: selects Low, Moderate, High, Severe, and All. Asserts every visible row matches the selected level. Congestion cell has surrounding spaces — trimmed before comparison."
"passed","Mon Jul 13 00:04:13 EEST 2026","Mon Jul 13 00:04:21 EEST 2026","7299","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testClearDateFilterRestoresRows_TD021","testClearDateFilterRestoresRows_TD021","Applies a restrictive date filter, then clears it. Asserts the table returns to its unfiltered state with rows present."
"failed","Mon Jul 13 00:20:26 EEST 2026","Mon Jul 13 00:20:43 EEST 2026","16362","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testTrafficDateFilteringDDT","testTrafficDateFilteringDDT","DDT: valid range returns rows, future date returns no-data, reversed range handled gracefully, recovery after correction works."
"passed","Mon Jul 13 00:03:20 EEST 2026","Mon Jul 13 00:03:25 EEST 2026","4935","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testChartsEmptyState_CG005","testChartsEmptyState_CG005","Applies a date range with no data (April 2024) and asserts charts handle the empty state gracefully — no crash."
"passed","Mon Jul 13 00:39:07 EEST 2026","Mon Jul 13 00:39:09 EEST 2026","2217","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testCoChartVisible_APCG001","testCoChartVisible_APCG001",""
"passed","Mon Jul 13 00:28:36 EEST 2026","Mon Jul 13 00:28:39 EEST 2026","2546","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testPowerChartVisible_SLCG002","testPowerChartVisible_SLCG002",""
"passed","Mon Jul 13 00:52:16 EEST 2026","Mon Jul 13 00:54:17 EEST 2026","120535","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionNotificationTests","com.dxc.iot.tests.AirPollutionNotificationTests","testAirPollutionNotificationLocation_APN002","testAirPollutionNotificationLocation_APN002","Asserts an Air Pollution alert includes one of the known sensor locations."
"passed","Mon Jul 13 00:30:32 EEST 2026","Mon Jul 13 00:30:35 EEST 2026","2675","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testTableHasAllColumnHeaders_SL006","testTableHasAllColumnHeaders_SL006","Asserts the table has all required columns. Case-insensitive check."
"passed","Mon Jul 13 00:16:25 EEST 2026","Mon Jul 13 00:16:40 EEST 2026","14465","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testSameDayDateRange_TD023","testSameDayDateRange_TD023","Sets start and end date to the same day (today). Asserts table shows rows or no-data message — no crash or broken state. BVA: zero-width date range from user perspective."
"passed","Mon Jul 13 00:38:35 EEST 2026","Mon Jul 13 00:38:40 EEST 2026","5146","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testChartsUpdateOnFilter_APCG003","testChartsUpdateOnFilter_APCG003",""
"passed","Mon Jul 13 00:21:16 EEST 2026","Mon Jul 13 00:21:19 EEST 2026","2878","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testChartTitlesCorrect_SLCG006","testChartTitlesCorrect_SLCG006",""
"passed","Mon Jul 13 00:43:39 EEST 2026","Mon Jul 13 00:43:44 EEST 2026","5273","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testLocationFilter_DDT","testLocationFilter_DDT",""
"passed","Mon Jul 13 00:25:55 EEST 2026","Mon Jul 13 00:26:00 EEST 2026","4569","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testExpandPowerChartShowsStats_SLCG009","testExpandPowerChartShowsStats_SLCG009",""
"passed","Mon Jul 13 00:10:51 EEST 2026","Mon Jul 13 00:11:12 EEST 2026","21315","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testDensityChartVisible_CG001","testDensityChartVisible_CG001","Asserts the Traffic Density Over Time line chart is rendered on /traffic."
"passed","Mon Jul 13 00:14:28 EEST 2026","Mon Jul 13 00:14:35 EEST 2026","7387","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testLocationFilterDDT","testLocationFilterDDT","DDT: selects Industrial Zone B, Main St & 1st Ave, Central Park North and asserts every visible row matches that location."
"passed","Mon Jul 13 00:04:03 EEST 2026","Mon Jul 13 00:04:06 EEST 2026","3701","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testChartsVisibleAfterPagination_CG008","testChartsVisibleAfterPagination_CG008","Navigates to page 2 of the table and asserts both charts are still visible — confirms charts don't disappear on pagination."
"passed","Sun Jul 12 23:17:05 EEST 2026","Sun Jul 12 23:17:07 EEST 2026","1379","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.LoginTests","com.dxc.iot.tests.LoginTests","testPasswordToggle_A044","testPasswordToggle_A044",""
"passed","Sun Jul 12 23:36:35 EEST 2026","Sun Jul 12 23:37:03 EEST 2026","28127","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testClickOutsideClosesPanel_NT008","testClickOutsideClosesPanel_NT008","Opens panel then clicks page heading outside it. Validates @HostListener behavior."
"passed","Mon Jul 13 00:42:01 EEST 2026","Mon Jul 13 00:42:05 EEST 2026","3980","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testExpandOzoneChartShowsStats_APCG009","testExpandOzoneChartShowsStats_APCG009",""
"passed","Sun Jul 12 23:33:47 EEST 2026","Sun Jul 12 23:33:51 EEST 2026","4209","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SessionTests","com.dxc.iot.tests.SessionTests","testSidebarNavFromProfile_A064","testSidebarNavFromProfile_A064",""
"passed","Mon Jul 13 00:45:52 EEST 2026","Mon Jul 13 00:46:07 EEST 2026","14891","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testSameDayDateRange_AP023","testSameDayDateRange_AP023",""
"passed","Mon Jul 13 00:11:47 EEST 2026","Mon Jul 13 00:12:02 EEST 2026","14438","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testExpandedChartCloses_CG007","testExpandedChartCloses_CG007","Opens the expanded chart modal and clicks the X button. Asserts the modal closes completely."
"passed","Mon Jul 13 00:28:17 EEST 2026","Mon Jul 13 00:28:19 EEST 2026","2651","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testPaginationControlsDisplayed_SL002","testPaginationControlsDisplayed_SL002",""
"passed","Mon Jul 13 00:07:55 EEST 2026","Mon Jul 13 00:08:13 EEST 2026","17575","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testCombinedFiltersDDT","testCombinedFiltersDDT","DDT: location + congestion and location + date range combinations. Asserts rows match location filter or no-data is shown."
"passed","Mon Jul 13 00:19:10 EEST 2026","Mon Jul 13 00:19:44 EEST 2026","33469","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testToastMessageFormat_TD020","testToastMessageFormat_TD020","Asserts toast contains 'above the limit' or 'below the limit'. Confirmed format: 'Traffic Density is above the limit — reading: X, threshold: Y'"
"passed","Mon Jul 13 00:30:40 EEST 2026","Mon Jul 13 00:32:40 EEST 2026","120436","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightNotificationTests","com.dxc.iot.tests.StreetLightNotificationTests","testMixedNotifications_SLN004","testMixedNotifications_SLN004","Confirms the notification panel can display Street Light alerts alongside existing Traffic alerts — bell badge counts all sources."
"passed","Sun Jul 12 23:41:48 EEST 2026","Sun Jul 12 23:43:57 EEST 2026","128797","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testBellBadgeVisibleWithNotifications_NT015","testBellBadgeVisibleWithNotifications_NT015","Asserts .bell-badge is visible when there are unread notifications. Badge confirmed in HTML: <span class='bell-badge'>15</span>"
"passed","Mon Jul 13 00:36:01 EEST 2026","Mon Jul 13 00:38:02 EEST 2026","120401","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightNotificationTests","com.dxc.iot.tests.StreetLightNotificationTests","testStreetLightNotificationLocation_SLN002","testStreetLightNotificationLocation_SLN002","Asserts a Street Light alert includes one of the known sensor locations."
"passed","Mon Jul 13 00:17:28 EEST 2026","Mon Jul 13 00:17:33 EEST 2026","4674","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testSortingDDT","testSortingDDT","DDT: clicks a column N times and asserts values are in the expected order. Strips 'vehicles/hr' from density and 'km/h' from speed before numeric comparison."
"passed","Mon Jul 13 00:20:48 EEST 2026","Mon Jul 13 00:20:52 EEST 2026","3668","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testTrafficDensitySortHeaderChanges_TD004","testTrafficDensitySortHeaderChanges_TD004","Clicks Traffic Density header and asserts the sort indicator text changes."
"passed","Mon Jul 13 00:44:15 EEST 2026","Mon Jul 13 00:44:23 EEST 2026","8204","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testPaginationResetsAfterFilter_AP022","testPaginationResetsAfterFilter_AP022",""
"passed","Mon Jul 13 00:38:45 EEST 2026","Mon Jul 13 00:38:49 EEST 2026","4338","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testChartsVisibleAfterPagination_APCG008","testChartsVisibleAfterPagination_APCG008",""
"passed","Sun Jul 12 23:26:21 EEST 2026","Sun Jul 12 23:26:25 EEST 2026","3812","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SettingsTests","com.dxc.iot.tests.SettingsTests","testSettings","testSettings",""
"passed","Mon Jul 13 00:15:01 EEST 2026","Mon Jul 13 00:15:04 EEST 2026","2480","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testPaginationControlsDisplayed_TD002","testPaginationControlsDisplayed_TD002","Asserts both Next and Previous pagination buttons are present."
"failed","Mon Jul 13 00:21:57 EEST 2026","Mon Jul 13 00:22:17 EEST 2026","20422","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testClearDateFilterRestoresRows_SL021","testClearDateFilterRestoresRows_SL021",""
"passed","Sun Jul 12 23:15:19 EEST 2026","Sun Jul 12 23:15:23 EEST 2026","4064","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SignUpTests","com.dxc.iot.tests.SignUpTests","testSignUp","testSignUp",""
"passed","Mon Jul 13 00:09:34 EEST 2026","Mon Jul 13 00:10:46 EEST 2026","72461","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testDashboardAutoRefreshesData_TD017","testDashboardAutoRefreshesData_TD017","Waits 70s and asserts the table is still functional after the 1-minute auto-refresh cycle."
"passed","Mon Jul 13 00:41:52 EEST 2026","Mon Jul 13 00:41:56 EEST 2026","4097","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testExpandChartShowsStats_APCG004","testExpandChartShowsStats_APCG004",""
"passed","Sun Jul 12 23:20:19 EEST 2026","Sun Jul 12 23:20:22 EEST 2026","2658","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.ProfileTests","com.dxc.iot.tests.ProfileTests","testProfileDataDisplay_A011","testProfileDataDisplay_A011",""
"passed","Mon Jul 13 00:42:10 EEST 2026","Mon Jul 13 00:42:25 EEST 2026","15067","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testExpandedChartCloses_APCG007","testExpandedChartCloses_APCG007",""
"passed","Mon Jul 13 00:18:31 EEST 2026","Mon Jul 13 00:19:05 EEST 2026","33915","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testToastAutoDismisses_TD019","testToastAutoDismisses_TD019","Toast must disappear within 10s (spec: 5s). Skips if no toast appears."
"passed","Mon Jul 13 00:32:45 EEST 2026","Mon Jul 13 00:33:51 EEST 2026","66161","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightNotificationTests","com.dxc.iot.tests.StreetLightNotificationTests","testStreetLightToastAppears_SLN003","testStreetLightToastAppears_SLN003","Navigates to /street-light and waits for toast when a sensor reading breaches Brightness or Power threshold."
"passed","Mon Jul 13 00:03:11 EEST 2026","Mon Jul 13 00:03:13 EEST 2026","2247","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testChartTitlesCorrect_CG006","testChartTitlesCorrect_CG006","Asserts both chart titles match the expected text exactly."
"passed","Mon Jul 13 00:28:06 EEST 2026","Mon Jul 13 00:28:12 EEST 2026","5622","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testNextPaginationChangesData_SL003","testNextPaginationChangesData_SL003",""
"passed","Mon Jul 13 00:12:32 EEST 2026","Mon Jul 13 00:12:47 EEST 2026","14693","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testExpandedSpeedChartCloses_CG010","testExpandedSpeedChartCloses_CG010","Opens the expanded Average Speed chart and clicks X. Asserts modal closes completely."
"passed","Mon Jul 13 00:46:56 EEST 2026","Mon Jul 13 00:48:01 EEST 2026","64971","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionNotificationTests","com.dxc.iot.tests.AirPollutionNotificationTests","testAirPollutionToastAppears_APN003","testAirPollutionToastAppears_APN003","Navigates to /air-pollution and waits for toast when a sensor reading breaches CO or Ozone threshold."
"passed","Mon Jul 13 00:29:05 EEST 2026","Mon Jul 13 00:29:20 EEST 2026","15035","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testSameDayDateRange_SL023","testSameDayDateRange_SL023",""
"passed","Sun Jul 12 23:15:30 EEST 2026","Sun Jul 12 23:15:52 EEST 2026","22369","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SignUpTests","com.dxc.iot.tests.SignUpTests","testRemoveAvatar_A047","testRemoveAvatar_A047",""
"passed","Mon Jul 13 00:44:07 EEST 2026","Mon Jul 13 00:44:10 EEST 2026","2466","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testPaginationControlsDisplayed_AP002","testPaginationControlsDisplayed_AP002",""
"passed","Sun Jul 12 23:48:52 EEST 2026","Sun Jul 12 23:51:04 EEST 2026","132291","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testDismissLastNotificationShowsEmptyState_NT017","testDismissLastNotificationShowsEmptyState_NT017","Dismisses notifications one by one until the last one, then dismisses it and asserts the panel shows empty state. State transition: 1 notification → dismiss → empty."
"passed","Mon Jul 13 00:16:05 EEST 2026","Mon Jul 13 00:16:10 EEST 2026","5632","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testPreviousPageNavigation_TD013","testPreviousPageNavigation_TD013","Goes to page 2 then Previous and asserts page 1 is restored."
"passed","Sun Jul 12 23:20:10 EEST 2026","Sun Jul 12 23:20:13 EEST 2026","3285","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.ProfileTests","com.dxc.iot.tests.ProfileTests","testChangePassword","testChangePassword",""
"passed","Mon Jul 13 00:39:15 EEST 2026","Mon Jul 13 00:39:19 EEST 2026","3719","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testCoSortHeaderChanges_AP004","testCoSortHeaderChanges_AP004",""
"passed","Mon Jul 13 00:15:09 EEST 2026","Mon Jul 13 00:15:57 EEST 2026","47610","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.TrafficDashboardTests","com.dxc.iot.tests.TrafficDashboardTests","testPaginationResetsAfterFilter_TD022","testPaginationResetsAfterFilter_TD022","Navigates to page 2, then applies a location filter. Asserts the table resets to page 1 of the filtered results."
"passed","Mon Jul 13 00:27:55 EEST 2026","Mon Jul 13 00:28:01 EEST 2026","5363","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.StreetLightDashboardTests","com.dxc.iot.tests.StreetLightDashboardTests","testLocationFilter_DDT","testLocationFilter_DDT",""
"passed","Mon Jul 13 00:45:28 EEST 2026","Mon Jul 13 00:45:34 EEST 2026","6328","IoT Automation Suite","Sprint 4 & 5 Tests","com.dxc.iot.tests.AirPollutionDashboardTests","com.dxc.iot.tests.AirPollutionDashboardTests","testPreviousPageNavigation_AP013","testPreviousPageNavigation_AP013",""
"passed","Sun Jul 12 23:17:24 EEST 2026","Sun Jul 12 23:18:30 EEST 2026","65649","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.LoginTests","com.dxc.iot.tests.LoginTests","testAccountLocked_A046","testAccountLocked_A046",""
"passed","Sun Jul 12 23:34:47 EEST 2026","Sun Jul 12 23:34:50 EEST 2026","3073","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.EntryPointTests","com.dxc.iot.tests.EntryPointTests","testModalClosesOnOutsideClick_EP007","testModalClosesOnOutsideClick_EP007","Navigates to /street-light then clicks browser Back. Asserts return to /home."
"passed","Sun Jul 12 23:46:24 EEST 2026","Sun Jul 12 23:48:45 EEST 2026","141091","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testNotificationMessageFormat_NT010","testNotificationMessageFormat_NT010","Asserts message contains 'above/below the limit', 'reading:', and 'threshold:'. Confirmed format: 'Traffic Density is above the limit — reading: 449, threshold: 50 · Location'"
"passed","Sun Jul 12 23:33:57 EEST 2026","Sun Jul 12 23:33:58 EEST 2026","1084","IoT Automation Suite","Regression Tests","com.dxc.iot.tests.SessionTests","com.dxc.iot.tests.SessionTests","testUnauthorizedAccessToHome_A032","testUnauthorizedAccessToHome_A032",""
"passed","Mon Jul 13 00:00:49 EEST 2026","Mon Jul 13 00:02:57 EEST 2026","128340","IoT Automation Suite","Sprint 3 Tests","com.dxc.iot.tests.NotificationTests","com.dxc.iot.tests.NotificationTests","testNotificationsPersistAfterReload_NT016","testNotificationsPersistAfterReload_NT016","Records notification count, reloads the page, opens panel again. Asserts notifications are still present — history must survive a refresh."
